# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0  in experiment E-PROT-11
# Selected columns: 27 (all)
# Timestamp: Fri, 17-May-2019 13:39:19
Gene ID	Gene Name	adrenal gland	brown adipose tissue	cerebellum	cerebral cortex	colon	cortex of kidney	diaphragm	duodenum	embryonic tissue	eye	heart	ileum	liver	lung	medulla oblongata	midbrain	olfactory bulb	ovary	pancreas	renal medulla	saliva-secreting gland	skeletal muscle	spleen	stomach	thymus	uterus	white adipose tissue
ENSMUSG00000026918	Brd3	0.9849354793	1.1892003525	2.1524789726	0.7501264673	1.0309260369	3.6780874081	0.8581816923	1.9232708275	48.0080280798	1.8384785452		4.1490632992	1.1978647183	3.5332734713	1.7464089807	0.3675364397		18.3780035868	0.2367865153	1.5465166672	1.8424276516	0.2178483046	3.2189366749		0.2967579759	0.4502059511	1.1773103152
ENSMUSG00000026922	Agpat2	36.0157272613	151.3437855097				12.8541890498		21.1819093494				81.198507172	6.8746202098		4.9077040284					2.6570463595					8.4491584599		201.2542194122
ENSMUSG00000026926	Pmpca	66.6323596148	100.1791735022	54.3911319581	19.6967706564	93.2681348306	148.2218478823	62.5105885679	54.3970048681	67.796901978	19.1541031448	35.8123928276	123.5698123091	131.2891657103	21.9488536557	42.4953179008	30.920636989	77.2387905599	32.9298378704	31.6973245886	117.1917912209	63.4450672591	8.2394146934	58.4642763631	28.0737750126	83.5013106899	31.5166120621	41.2684405034
ENSMUSG00000026942	Traf2									3.9443090901					0.3213050188									1.8622275986		0.6902150201		
ENSMUSG00000026946	Nmi	34.3836365701	13.518957457	1.5660546872	8.9542697905	65.7886287887	8.2654430697	3.3868034722	42.2928983641	0.3711599216	4.4928153244	4.6801958536	137.4999577341	50.8389725895	64.410668502	0.6409958092	0.5281246318	0.7898849373	36.3701986399	0.5008815747	15.3427634129	22.0788477779	0.4403273666	117.750385584	7.0951588054	50.0677772836	20.8329477721	18.9197468004
ENSMUSG00000026956	Uap1l1	26.1023389523	6.5376363519	17.6548366205		22.1069466891	341.1493848994	2.5108649834	21.208504475		15.3367614704		30.2025040028	6.7883500057	75.4577049591	5.0999136202	3.0112321736	1.0880635186	28.2165905515	38.6321687137	67.8685022701	14.8017707106		76.3117465937	0.4642293363	15.4618303029	26.1482145606	18.4881525117
ENSMUSG00000026958	Dpp7	17.187651245	15.6978400646		3.2838131232	5.4246454329	38.1002862711	5.6164795059	36.3577528514		2.3548750988		13.0256496258	12.596623543	15.6081066402				5.1290944733	59.3977704523	47.2334772074	2.9138592311	0.5383480674	1.510072219	10.8389517071	7.1034469513	15.2019703829	
ENSMUSG00000026965	Anapc2									30.9938448576																		
ENSMUSG00000026966	Ssna1									7.8588419371														1.6087834767				
ENSMUSG00000026970	Rbms1	4.9366923622	5.7613115997	3.3733991805	1.9021288554	1.7204801571	5.7160161636		3.2348537679	30.0360739817			0.0491650617		8.3558865028	3.6858596293	2.136036841		22.1079554334		2.0886922014	7.9736100253		9.1127566726	5.3675948406	34.9749419016	49.4203450679	21.4467330617
ENSMUSG00000026980	Ly75	0.0068460301	0.0318990061			0.4084784622	0.2626381031		0.2344692754				10.5255043862		1.5766662361				0.1258524334					0.3798237525		23.7253124048		
ENSMUSG00000026986	Hnmt	1.6168115443					19.9364711351		8.5642952968		2.0971218819		0.556857831	1.5646598038	9.5318661315		2.1381539863	4.2177125053	8.3253914502	6.0508591293	0.9920821481	2.3815726637		3.0674911421			1.2302175102	36.0852277683
ENSMUSG00000026988	Wdsub1					1.0074431601						0.3547452799	0.6698194254		3.8585349739	0.8401235198			1.6989186736					2.0141753626				3.6007003429
ENSMUSG00000026994	Galnt3		7.3379329316		3.4589713811	4.650542867	0.3544755871		2.7695498842				1.7127065617									36.0740832027			1.958102532			
ENSMUSG00000027002	Nckap1	8.8916300856	10.7370721769	123.4335548428	13.4600587802	28.980291401	13.3150796095	1.7069692616	40.8789241905	53.6598245353	9.3036576816	0.2747583396	50.9879727241	5.5235818638	62.6235825238	108.1865416341	48.9180013756	349.6556438621	39.0394116953	2.8614018144	4.5294803635	45.6086574337	0.2832059493	7.8389157429	4.3136972224	4.7998812152	5.4632424108	8.1557376238
ENSMUSG00000027006	Dnajc10	4.302191062	0.9733715271	1.247781943	0.919302397	25.121129049	0.4606263992	0.2967717684	56.7517816072	26.8479297396	0.5267982375	0.3766553026	19.6405949322	3.1461041506	5.8658207667	1.5202031346	2.5465459035	1.6890600458	18.3747181127	0.9118333782	2.8514734877	69.1767674952		3.9095045624	3.8062468224	13.4871769723	6.0129916069	10.0252993301
ENSMUSG00000027010	Slc25a12	35.9573887004	9.9256546462	922.8946906442	94.9878741052	78.9211312631	225.6000201353	1113.6161461478	93.4519466998	44.9071263332	92.717405344	52.2308321509	28.4170683767	34.0209777669	29.1964801227	482.4853017041	194.0173749514	688.9456219925	133.3339273406	12.1780223069	55.876341489	150.4983263996	55.1411487958	72.0975703279	40.7838855258	48.9478246484	87.1343693938	11.0741856868
ENSMUSG00000027012	Dync1i2	82.860202632	98.1938778182	90.4479651392	199.9498881852	184.6848806636	274.9910823811	42.6401143708	129.8839442766	192.749018044	61.6280693694	93.9955331313	157.1103046564	131.8643004043	167.8467900067	204.4173376055	34.99967044	38.1461801052	202.6386573854	68.7800539525	149.8040498379	226.8052042894	31.413021904	37.9348915728	161.9081012675	99.3486404788	103.3502142925	192.1053727867
ENSMUSG00000027018	Hat1									27.900529415	4.2653261753		4.6747897714											1.8719526208				
ENSMUSG00000027030	Stk39	27.0496460599	2.3854027852	92.8826010201	8.3605282088	37.9875258841	38.7064651069	5.3394163535	47.4567852367	38.0851424908	25.7727784995	1.6820293712	34.8681926031	5.4181209408	8.8595602374	79.0044422086	23.1018562071	36.5383089374	29.8480631347	4.5844718049	22.2042497736	104.6536315824	0.5764121722	6.877827873	5.8077228647	9.2263466439	5.5453535128	7.2503759243
ENSMUSG00000027048	Abcb11													34.4875411156				0.4040488783										
ENSMUSG00000027067	Ssrp1	16.0250470675	9.9511916447	18.938299643	4.871196063	23.9028444634	14.2090543604	2.5567248065	16.4801127829	312.5177919246	9.5024086822	0.5940662054	37.7966282478	5.9215398597	32.5646778246	5.7924387169	7.1098085051	2.920347373	119.6710484865	3.7861342103	2.8223653956	30.2800334692	0.4404625055	71.0291876127	0.6860096017	200.8487689148	23.2027532126	24.9079900174
ENSMUSG00000027070	Lrp2	3.4489201585	1.2213275441	3.8823747173	3.7564709452	1.905366824	462.0167176604	0.1454438734	1.7152747833	1.4175957251	2.8913629244	1.7666235593	0.1240302245	0.3718304484	3.9551502358	1.0176172504	1.8236764673	0.8959938301	1.5094876222	0.3558779291	127.7304132983	0.4894880909	2.5939899137	0.7974518164	0.7102535253	1.6580309316	1.4422134462	2.0530487976
ENSMUSG00000027075	Slc43a1	0.7719025012	3.6705728254			1.0187179678	1.2813174656	0.6037786877	0.5178292566	4.1379494989	0.1742727103			1.2650028907	3.2300912232	0.2762373966			3.3282322309			16.5301878524		13.6981274459		2.4567634676	0.6185995747	
ENSMUSG00000027076	Timm10	508.9622732497	697.118868319	1380.8795117224	1262.7203720361	82.7689431376	478.7074904193	128.9581398002	201.9234905391	41.4667374842	64.9176972546	487.4340155178	232.8775541291	312.4448568795	153.6212299814	624.437493696	2318.3284875981		5.7237652912	95.468303256	999.8443059805	77.6741132996	51.7919580328	2.5578177981	204.1702268382	6.1155308373	7.6644346793	83.4279582617
ENSMUSG00000027087	Itgav	1.4433237764		3.4221540062	0.1931052424	1.3903073781	4.0205923534	0.4820041956	3.3564156541	7.2011093832	0.8173841533		0.8239504349	0.6560056744	7.0612123576		1.0385955281	3.694657301	16.26544372		4.700023929			0.5939568694	4.2830603778	0.2441290438	109.4800056488	1.7238943826
ENSMUSG00000027091	Zc3h15	10.7563805137	10.432275744	4.1941571694	20.2267366674	29.6108734847	27.2843040406	3.1113271649	21.1841256099	40.7081070874	0.4346327063	22.5703948793	12.9233952916	18.2863489087	4.3516877215	9.6120248711	15.3286754799	0.0814473569	16.6043169091	64.614475801	23.3461826191	36.9394051575	12.8760280792	12.8772077356	19.7777305819	8.7901545649	62.5800762245	2.9308959361
ENSMUSG00000027099	Mtx2	161.5283629611	605.5893233158	287.914325342	210.1000846654	93.3929900832	597.5171519031	6.8786560893	6.5394089272	7.339369773	86.0720264	57.3064834375	101.1782545688	100.1379926921	96.7827085345	399.1469314098	20.0846525978	117.2632505042	123.2381346868	29.6080470733	356.2196070817	5.6243700296	3.6190179677	46.3605046615	61.9769104688	77.3592546586	40.3512397188	49.1554945274
ENSMUSG00000027108	Ola1	190.7809842008	110.0809386983	359.0156303556	303.5357871318	346.9967089987	159.8379583697	78.9836274308	158.8061432837	175.8277670454	115.4281722673	79.2945733911	322.0743846159	289.627268203	114.3423841908	337.5970695664	214.3745421609	383.0193019776	188.5205056872	357.7465996306	136.9162554525	544.6673961669	63.0625367671	152.1806165917	111.5269660018	148.1756281323	164.8852401282	219.2322131901
ENSMUSG00000027133	Nop10	37.371404295	30.4722293152	14.8158772807	18.2523887148	28.618337285	56.2821755468	2.1571572132	16.3294070716	92.7217036619	4.2400213454	6.2654730217	38.5969959423	36.7352613993	15.0331569226	7.0720529748	20.1362240881	3.182073805		33.6230934287	23.1913126417				11.4866037827	35.1930379411	41.255779131	
ENSMUSG00000027162	Lin7c	137.8470742852	124.0109594526	527.5458462487	1155.4157285383	159.0832480668	316.6936837058	39.4870531801	128.2328302337	145.1772024424	394.259422428	89.4202801435	80.0688912287	28.5894761413	301.7893286198	373.0316269544	1096.02988256	913.8222449286	85.4317144978	165.5538312336	576.302906308	423.1615861128	36.8861446707	138.0633543883	269.3288449221	39.4724359053	164.9467136805	91.8047646702
ENSMUSG00000027163	Commd9	8.1287839515	2.1869555942	22.3393369093	12.0837639973	14.2839453592	33.8598150579	3.0676889249	11.6265023748	50.2194356862	10.7197108757	1.8819327325	11.1909606031	6.0946671401	40.1960980465	12.9613691298	23.7565427046	15.8407785582	3.0031580333	3.0311393914	23.6055431837	4.7906681771		29.3759589317	14.4376744779	7.8166799454		6.5769663957
ENSMUSG00000027167	Elp4	0.3995080209	1.7208641842	5.6804030019	0.3463642268	1.8383990067	4.4283032332		1.4693806852	38.513768665	0.0679313881	0.0637220759	5.0586450469	1.8306889433	3.2960326213	2.8083758901		4.5009788437	0.9390823776	0.2889172335	0.6368328107			1.1465024941	0.7680848723	0.9733567298	0.1492094843	
ENSMUSG00000027170	Eif3m	32.9974012426	41.9803540897	51.5527936989	10.7793290125	153.3701743888	69.3754993667	23.2853648274	165.5657376877	378.822088597	26.777342098	2.8503506166	185.9074807676	67.7015696944	65.8510064546	48.7870023105	0.915692524	56.0653939406	45.566240735	105.5098122082	36.2265133911	306.4210590831		157.2303229297	7.084340016	76.8906428981	20.7890380919	27.8567074985
ENSMUSG00000027175	Tcp11l1			46.2083952919	0.4913413694											14.5149741786												
ENSMUSG00000027176	Cstf3	0.2006013086	0.981115004	2.006680306	0.0732484887	5.4050973883	2.3595789244		1.4007874239	20.3976747915		0.0504711195	13.1396819462	1.607031972	1.5168003377	1.2150689219	0.4874102974	2.4348047441	12.2585733395	0.9536448822	1.3568289334	3.4228092723		3.7981462101	0.382242583	13.5947513702	4.7040440401	2.2373861534
ENSMUSG00000027184	Caprin1	622.7502472265	251.7618535133	337.992052659	730.4368826345	340.6530532371	605.1778064555	47.0499568715	610.8013828622	1906.81750213	82.2470551287	66.4275542192	498.2891181537	328.9418326433	172.6479165152	322.3225287265	670.7550881085	74.660629454	840.7528303479	103.9889219922	574.1384584309	317.0249271966	22.9961248756	337.3760853803	401.3967579229	708.4584591147	556.9503836879	79.5847624674
ENSMUSG00000027185	Nat10					1.2069467198	0.5528462207		0.8141432801	6.1259404534			1.8207160483	0.5932103558		0.3045517594												
ENSMUSG00000027187	Cat	1623.7566110716	715.9832961884	165.139115916	80.1452328097	403.2698541449	4049.0938812502	154.4873035826	157.310167473	386.2566664848	178.176520789	268.8713007592	1575.5197913668	8384.0553454814	1287.0427249961	243.1801996123	116.4755679059	120.6499865585	653.9970936229	99.8337253438	2973.6901566505	1716.0808484463	156.6844684718	1078.9295702736	210.9565583821	765.8412954528	397.334305184	2501.3422822334
ENSMUSG00000027193	Api5	10.9820951837	5.4911960583	66.6916328823	5.2520529929	42.3612432164	20.3973616948	3.5223200428	27.3220589547	62.9227016791	11.58465285	0.20695501	64.5754858251	38.1783799835	39.6418939371	15.6311449062	4.038699117	17.0867792983	22.8424935786	1.184529513	5.1799342686	9.9059990948	0.927457816	24.4992940677	3.3196963565	36.7432881678	35.9255830512	6.4664320034
ENSMUSG00000027195	Hsd17b12	24.3119007387	157.9257409104		0.2083035897	13.5335526796	43.3918382179		24.1716447104	37.1406476469	2.3430492236	0.1997241906	92.3795635595	48.7362097235	2.5911264854	45.653641248	1.368110208	3.3052820697	29.4852529198	3.2361740792	0.5653127356	4.3152977939		5.7898124839	5.0656522633	9.8340683107	2.3423179807	81.64920481
ENSMUSG00000027198	Ext2								0.1108684295				0.4014954866															
ENSMUSG00000027199	Gatm	63.3890134327	6.6540356382	12.0632481419	17.4085750358	22.8308549211	3018.9374401246	12.787591145	207.3644099692	17.0397869981	21.1339835535	8.191302587	51.4082326841	30.214525088	9.8667595238	19.4206574507	23.4585137767	24.9955701663	76.2323869285	599.4799012092	1754.4529356803	7.4284972756	17.2036239985	49.7756767599	3.0196224791	34.468015972	34.1582184231	39.5577082162
ENSMUSG00000027206	Cops2	183.3914331564	95.1953399385	253.3387693488	126.8451190934	120.6580982166	105.6155395777	68.6612001306	60.0994430325	378.9548489164	83.9230232588	16.2648643979	124.7074586975	87.5906664086	155.7106091101	331.404045615	75.7178048635	193.1499977078	162.264873839	48.5646718825	71.508879691	62.3539510526	15.8078650773	134.0683335513	44.4194905333	166.2422324853	67.6867720321	72.8880788222
ENSMUSG00000027207	Galk2	44.4567614148	35.9017246902	22.7610506244	3.554005964	119.4637757502	60.0721835886	6.6033384664	37.8792156574	27.7886314315	12.0935469666	5.0688683941	57.3454084244	10.2667411601	82.3748835214	9.4426379396	8.9126392332		57.4019266184	19.8608537363	45.1753858208	48.8018424137		43.0590194418	16.6029076509	88.1373251511	20.9914617176	41.2820447363
ENSMUSG00000027209	Fam227b	0.6570588771			0.2439819795	0.6076415075							41.6833636739			0.235584533												
ENSMUSG00000027215	Cd82				2.4549103522	29.7672578415	15.3595428616						76.3909473751	29.9686256627			48.5038008801				2.5411737619	181.2544428176		54.1085622162				
ENSMUSG00000027217	Tspan18		24.0599713879							17.2614967315					11.1824756432													
ENSMUSG00000027227	Sord	360.61564702	44.1378185696	44.8140693855	27.9804088813	302.401944042	3048.4121908525	23.6598602683	492.4752368861	18.8092923984	51.1043119754	30.7021871827	579.2092365625	5527.0444093991	245.7761860202	89.1367524124	28.3974339706	37.2978391758	61.5603981625	868.0493885117	2457.3947018314	42.5646658942	3.6636137828	138.277944079	76.8232401288	264.0583062001	23.9685380353	73.3982375559
ENSMUSG00000027236	Eif3j1	70.9355229862	66.3912532624	129.1599178077	174.4935547119	107.7626946057	147.6240109572	23.6471655076	306.5974720797	85.0367777432	64.2844407077	122.0869465811	94.783343458	103.7120440049	79.491243958	100.4185163899	69.2197970903	29.1173141039	130.1845657085	915.8821644199	64.8121525954	191.1323846385	84.2500535844	160.321327623	214.7578875729	223.7960089625	292.0608468986	179.5792753436
ENSMUSG00000027247	Arhgap1	44.5859396568	23.1908896673	102.3696069083	198.8719912139	157.4689579326	79.7486651771	6.4276747151	100.1605671131	84.850913296	29.6460705515	11.081198747	135.0479951651	13.7345686161	281.1770848748	64.4514302629	118.7392848996	195.2112010598	152.7745471324	51.5311864166	54.1522468007	32.6337270004	1.3151486069	165.2660219847	36.567999995	61.8626468792	87.9466984775	33.4477071148
ENSMUSG00000027248	Pdia3	3762.0037685425	739.7738934316	1159.3090141368	1807.633220952	5394.3774929135	1639.602525163	434.065605485	4171.2238123547	3204.6444533012	343.3572947719	672.4278111518	3182.4653912059	2026.7629242349	2329.4354541407	1588.7899833894	3408.9297922355	1412.7527540542	4386.2487720931	1344.5084770214	1536.9632420999	4551.0679651917	1420.1740038263	2602.8359757165	824.6868115221	2346.8312747476	1676.954596612	2918.4140523776
ENSMUSG00000027249	F2	1.1063352465	1.0147249891			1.1312894814	2.099519862			12.4642974179		2.317061688	0.5246825144	8.8347731465	19.570517839			1.6587716236	85.7696489799	1.6098077908	2.1060451025	50.6099778417		7.8380025953	7.264817094	14.8054791137	77.5840139497	34.524142043
ENSMUSG00000027255	Arfgap2	36.5838337232	8.5903167608	27.8337262769	16.3355286008	26.5348940806	13.9643583166	5.580934176	45.0011686467	57.2765949516	10.6342593899	9.6262043073	18.7369021775	31.051404755	14.7179718582	11.3627131006	28.6618057154	4.124395003	24.3528729724	16.7105865959	9.6280612464	33.430464508		8.6675972079	14.9825480541	5.3910983169	28.0069113235	14.3004295191
ENSMUSG00000027257	Pacsin3	41.8134690018	1.7901435897		19.9285185053	3.6073078678	26.4925176944	31.1846796775	5.0187218124		47.1470943569	27.5718182853		16.0709065925	26.3350679968		4.3893852508			7.2172210117	9.1502034004		27.1201116187		32.3708014641	2.4498963896	3.3657208972	
ENSMUSG00000027261	Hao1													12.3876970623														
ENSMUSG00000027263	Tubgcp4			0.4678289483			11.2740921534		75.8614874263	3.8597218009			15.2286683969															
ENSMUSG00000027270	Lamp5			0.9853443432	3.1681188483		3.6633500327						5.695994706			30.8926102636	2.9013577565											
ENSMUSG00000027273	Snap25			591.1444978332	843.0411862414						3.6803904091			6.8071299141		510.4787209087	350.7024195296	133.5739304054									0.2935845128	
ENSMUSG00000027282	Mtch2	193.3784391731	606.76732034	235.5820755128	6.152096964	233.3027593141	117.9337608725	20.0608956077	92.9444230544	36.7765050565	31.0104968062	8.201028999	499.7078301205	181.2613281538	27.0967281898	102.339423627	20.8006820258	39.9654737391	146.0768734378	1.9066928281	22.2508973571	63.3381824063	4.6332349149	55.7157020272	10.1426150791	29.0397823835	35.9989122172	234.0608270515
ENSMUSG00000027285	Haus2								0.3906713126	25.135321619									2.8851156412					4.301564493	0.4170692497	4.7659879118	0.4733902623	
ENSMUSG00000027287	Snap23	6.7287973918	5.7800112727			5.3097533773	16.9507623054		59.0223404488	45.8326554172	2.359580017	7.4153652761	5.7637181263	5.321756536	12.1664102116	7.4126098582			20.2493157817		3.1817383793			40.0497414605		9.6024149498	12.7948417142	
ENSMUSG00000027293	Ehd4	70.684111569	10.3639024902	20.6496871863	15.9173045759	75.672372368	182.2707462468	15.1310439716	117.3066661644	13.779193553	15.3621934603	64.4937899493	22.5746518885	9.3870198272	722.732540743	11.8120342241	13.83364512	44.2999656754	58.5471490301	24.6703446227	114.6131128018	56.5287265703	1.7389665126	64.4499590114	47.1463172297	19.8473290431	72.8549413919	49.9003262787
ENSMUSG00000027296	Itpka			104.0993163289											5.1007523666	4.4209394779	16.3834481702	44.0096740136										
ENSMUSG00000027304	Rtf1		0.4221018708	2.0277038837	1.252408491	0.4518120629	1.7759927632		1.0730579084	20.297156264					3.9087689828	0.1703378757	0.5741806869				0.2944022294	1.7005825448		13.4529473099		31.3527792997	3.4520473285	0.8808740803
ENSMUSG00000027315	Spint1					4.3177216433	0.7415263349		3.4585852613				13.6766510415						2.9634037963							1.4961683034		
ENSMUSG00000027324	Rpusd2									10.3560635455														8.7287780985			10.7473333264	
ENSMUSG00000027327	1700037H04Rik	56.2244825517	293.7166706046	101.866531637	95.8645636419	25.6230723876	34.3325233243	5.1708934051	31.6260367687	32.4883467391	16.9224460367	14.8046228149	19.493637787	4.8132318295	34.4199279445	273.9313569296	239.6771438579	108.3755537357	49.6294335293	3.2032128066	27.0425371402	112.3938763456	6.6053609621	40.7227312563	12.2635895681	20.4078948094	21.902148485	41.0677780681
ENSMUSG00000027332	Ivd	2340.2096991731	2010.0089083585	348.7056926964	139.0020004352	403.0428445948	2169.5223949721	874.0184062481	384.9311980494	130.2264938992	254.7522421843	1277.4746237554	181.3194198033	1559.3192673207	328.565981709	360.3721826007	109.532416743	351.5312726357	426.7971703345	532.648974479	1566.8736726772	537.6308100185	131.595943987	313.8853628588	404.9817113254	318.0370759758	178.9143829529	1454.5645817115
ENSMUSG00000027339	Rassf2	5.7089837871	3.1069465569	2.7777518484	1.5835923355	2.514256884	3.1193184308		2.7665579326	26.4856837251			2.9618958326		12.2465771697	3.3942763711	3.3611583065		43.0899319465			7.3674838387		54.5514388119	4.7590871122	82.8028139147	8.2198921339	
ENSMUSG00000027342	Pcna	49.4349852763	28.8625746402	1.55621056	2.1252535285	158.0490934496	41.571216233	3.2690595666	78.1974259514	1649.9452498041	6.9893466066	1.1734788034	172.9008365285	26.673925487	35.990666864	1.6958900713	1.6672248516	6.6402560719	67.713621858	22.338139933	16.5957175072	36.611624942	1.2030509443	373.5412968658	32.9628843031	1160.830906446	129.5555114373	27.4598040036
ENSMUSG00000027349	Fam98b	12.5016757932	8.4346234478	82.2993879049	2.2887345692	33.9681956828	27.6367497627	5.7458073806	47.9077942404	212.3975453188	2.7141019553	1.3426287859	41.4531575811	10.750910673	28.866032218	29.1832881058	12.0563287082	44.5074115433	60.3259985958	4.6285931934	15.1688612214	21.8686409006	3.8010049305	74.6909095684	3.7453665438	21.4862913074	18.5237376902	46.4856638207
ENSMUSG00000027350	Chgb	4219.5447674193	0.0235484076	25.0161942172	53.3523070919	170.2949975143	0.6440163518		68.089061992	1.6872319338	1.3253881503	1.1507241186	25.9643027631	0.405581465	0.5884343631	2.7935173874	88.2578198646	5.4647736716	4.0996146218			1.6487879265	1.0274830761	0.7938905407	8.3904629566			
ENSMUSG00000027356	Fermt1			18.5696883176		11.7637610036	3.4654382041		4.6513766411				7.9305998945															
ENSMUSG00000027359	Slc27a2	3.2058428215	43.1789454674	2.5596904561	32.9423279394	4.4788984238	353.3424775354		1.3275400157	1.2908285858	2.1201378327	1.212845176	55.6295699891	291.2352978577		1.1820236118		1.2171704038			141.1910400098		0.9126826368	0.1338263494			3.8031930411	1.876431844
ENSMUSG00000027363	Usp8	0.3230011654		1.2486514558	0.0981694667	0.2495843887	0.2555752855	0.0848184568	0.2363420155	0.3003417741			0.7949872963	0.649843517	0.1987725648	0.7678279888		1.6086002108	1.4979415274	0.2432438103	0.2445639511	0.6538680875		0.2851668702		0.4488946997	0.3606345945	
ENSMUSG00000027366	Sppl2a	0.2615651047	1.0629157764	0.1658657802	0.1999858181	5.0640785975	4.5113747594	0.3984409333	1.6763794122	15.9376866893	0.5269762614		3.4057117649	2.9203344396		0.3048132691	1.4438931558			0.483051343	3.1535632388	20.7877678257	0.5885521441	5.436424355	7.0395895688	12.8573509772		
ENSMUSG00000027374	Mrps5	0.933722557	41.2002399765	0.7665687082		6.3889315553	16.4335638493	1.3716054206	4.3893038416	1.6254035565	0.07417367	4.1922115279	11.9562620207	11.1376594111	1.6242329525	1.0353880197	1.1601956736	1.3594663394	2.3330621164		2.9188325984	5.3780895144			17.505293041			
ENSMUSG00000027384	Ndufaf5	16.5278699017	18.7112058789	7.2200617644	23.6113331574	15.9461597317	57.4326640481	21.7191487251	0.8230526471		8.9439221854	35.0176425883	10.9960884688	4.6572999027	0.6634445557	1.3182463651	11.1383561815		4.0878338502		26.6208429848	7.2450116115	2.6705685862	2.2628711168		1.1739166688		
ENSMUSG00000027387	Zc3h8							15.4747546177																				
ENSMUSG00000027395	Polr1b									1.7166288617														0.8207827381				
ENSMUSG00000027401	Tgm3	8.5089569066	119.5955300473	1.5207468588		224.6890080512		5.1594681205			16.4672134186	0.1651570344	2.9252234667								9.7392690856	5.0783665728			7.6778981445			
ENSMUSG00000027404	Snrpb	21.7491711002	2.7994316694	18.6954571355	2.8690024387	10.0953669266	98.3441741859	2.763966775	5.7408902834	146.9144660508	22.0457203891	0.631717658	18.6207284051	39.2629196922		4.4121432443	21.4032541752	10.8759958219	9.5142637325	4.3078047451	20.9074469507					34.1497136441	7.9410656646	18.8680507154
ENSMUSG00000027405	Nop56	0.2401048484		0.8757546745		1.133837033			5.1795115088	0.8606472193	0.1294615443	0.0918198884	26.7646704576							1.5316350719				0.7554013685	0.7654293513	0.6559975199	2.2629731886	1.3040337447
ENSMUSG00000027412	Lpin3	1.2354023674	0.1493337766			4.7702273465	1.0204242121		1.8758428536				14.7990395843	0.2028993038	0.394522198			0.1257135215		0.1054397371	0.5572520332	0.1329335822		0.5248772519	0.2722204123	0.1347479855	0.2502017488	
ENSMUSG00000027422	Rrbp1	43.8483735657	16.4491220828	12.0766013744	6.8166204468	173.7001407661	49.2631529501	5.3405271451	253.916960938	32.4750707072	5.6151290358	4.3537211578	166.9716912333	111.3413817825	26.0283293588	10.3606556743	7.0338084142	2.9919924155	41.366935441	83.7346092853	27.9605615846	185.2269965166	1.6336257917	28.5929348476	49.4812086913	13.4353054818	25.4320476765	19.3877324122
ENSMUSG00000027423	Snx5	72.8662515485	64.6473234022	73.8713244088	78.3828712615	146.3581016185	117.0856666299	15.443969823	104.9510140981	123.5638224401	30.8324728773	14.0444269338	70.1486147211	97.9548283434	134.1766676218	81.7348406762	46.7552559312	72.261415263	177.7441505347	57.4019264657	68.6111318003	43.7960684702		392.2973489782	40.1062358977	117.2531464241	106.1560428575	132.324972364
ENSMUSG00000027428	Rbbp9	270.8020435368	169.0631673207	465.8104364098	625.4856475242	204.4347115239	719.6983355809	45.5234118964	252.9085624286	364.7115632182	316.1069176629	198.7771451945	138.3083558737	188.4563805503	872.4713783009	455.9064119626	531.1754925643	461.3052633723	1053.229135991	234.0535846002	1174.5115178548	417.8752394304	7.5166471643	255.1973653289	219.0706504454	67.8131320649	407.1744645174	120.3090336548
ENSMUSG00000027429	Sec23b	49.3321982881	64.2790963603	56.3195871649	6.0435886689	175.4279356754	87.6109159019	14.3550767233	394.250573285	141.2683593233	31.0143116046		185.8164690566	102.4091878613	128.8524554165	53.5131948692	1.4825446306	4.7000738556	41.6621587595	124.7415468518	17.4665345971	910.8370880135	4.821753588	161.9558618626	8.0526216689	93.6575127454	66.1718880651	4.9077270188
ENSMUSG00000027430	Dtd1	72.6578995454	57.1765157014	243.9759795769	703.669107846	38.4428061485	105.9978771461	65.6684102939	80.1964928866	58.4467823385	78.8251808963	19.4886580416	52.5405254425	37.4788283966	142.2926459821	695.8296277693	321.4912417284	408.07187005	43.1687833257	85.8965573228	143.8667454027	69.0654291068	7.8369262003	77.3299061899	12.7115858026	84.3029609972	154.6762394812	23.1503231266
ENSMUSG00000027435	Cd93	1.1838005213	3.6797990958				3.462866115	1.1763441325		15.9665146444		0.9301777277	0.7171455151		19.1393055507				8.8689027423		0.8371748526	1.3140156602				2.398820655	2.4268441151	10.8796451563
ENSMUSG00000027438	Napb	4.4910968782	1.2558436807	1110.3368102556	1312.4293873648	1.6169385789	1.0980039805		2.643112225	6.9594856018	40.0388531978	1.5171922845	0.1560154873		0.6557242257	819.0601062804	339.6444063014	970.091108139	0.8002006925	0.4776529614		3.7473829422	1.1466980506		2.1561847309		3.2356165148	0.8614200273
ENSMUSG00000027447	Cst3	68.5589211371	11.8796469129	99.9070224012	216.3159572002	16.2185711918	48.0396727312	20.1703879188	70.9690924601	99.5152388644	11.9517636233	49.6456542389	21.6942474245	3.4945888254	19.9898754939	103.7420662878	493.0560183922	75.1643318809	10.4647044635	72.6056378748	30.6269374608	5.5148130554	0.9118267576	29.4896458103	90.9614308451	41.2437294153	14.412035236	14.0198422155
